id_tableau,titre_tableau,source,code,produit,quantité,unité,2017,2018
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311050,Econet LEO vers Ouganda,1,Minute,1500,1500
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311060,Econet LEO vers Afrique du sud,1,Minute,1500,1500
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311070,Econet LEO vers Belgique,1,Minute,800,800
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311080,Econet LEO vers Washington,1,Minute,800,800
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311090,ONAMOB vers ONAMOB Heure normale,1,Minute,96,96
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311100,ONAMOB vers Opérateur Fixe,1,Minute,96,96
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311110,ONAMOB vers LUMITEL,1,Minute,198,198
12.02,Prix moyen à la consommation des ménages,ISTEEBU,813,Téléphone,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8131,Communication téléphonique,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311120,ONAMOB vers Econet LEO,1,Minute,198,198
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311130,ONAMOB vers Ouganda,1,Seconde,180,180
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311140,ONAMOB vers Afrique du sud,1,Seconde,180,180
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311150,ONAMOB vers Belgique,1,Seconde,188,188
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311160,ONAMOB vers Washington,1,Seconde,150,150
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311170,LUMITEL vers LUMITEL Heure normale,1,Minute,96,96
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311180,LUMITEL vers Opérateur Fixe,1,Minute,96,96
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311190,LUMITEL vers ONAMOB,1,Minute,198,198
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311200,LUMITEL vers Econet LEO,1,Minute,198,198
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311210,LUMITEL vers Ouganda,1,Minute,420,420
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311220,LUMITEL vers Afrique du sud,1,Seconde,180,180
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311230,LUMITEL vers Belgique,1,Seconde,188,188
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311240,LUMITEL vers Washington,1,Seconde,150,150
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312010,Opérateur (ONATEL) Fixe vers Opérateur Fixe Heure normale,1,Minute,36,36
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312020,Opérateur (ONATEL) Fixe vers LUMITEL,1,Minute,158,158
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312030,Opérateur (ONATEL) Fixe vers ONAMOB,1,Minute,72,72
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312040,Opérateur (ONATEL) Fixe vers ECONET LEO,1,Minute,186,186
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312050,Opérateur (ONATEL) Fixe vers Ouganda,1,Minute,210,290
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312060,Opérateur (ONATEL) Fixe vers Afrique du sud,1,Seconde,120,120
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312070,Opérateur (ONATEL) Fixe vers Belgique,1,Seconde,188,188
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81312080,Opérateur (ONATEL) Fixe vers Etats Unis (Washington),1,Seconde,120,120
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8132,Frais de connexion internet et assimilés,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321010,Frais de connexion internet dans un cybercafé,1,Heure,900,900
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321020,Achat prépayées ECONET-LEO pour l'Internet-bouquet 100Mb-7 jours,1,bouquet,2500,2500
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321030,Achat prépayées ECONET-LEO pour l'Internet-bouquet 500Mb-15 jours,1,bouquet,5000,5000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321040,Achat prépayées ECONET -LEO pour l'Internet-bouquet 5Gb -30 jours,1,bouquet,22000,22000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321050,Achat prépayées LUMITEL pour l'Internet-Bouquet 100Mb - 7 jours,1,bouquet,1000,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321060,Achat prépayées LUMITEL pour l'Internet-Bouquet 550Mb -30 jours,"","",5000,5 000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321070,Achat prépayées LUMITEL pour l'Internet-Abonnement 1,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321080,Achat prépayées ONAMOB pour l'Internet 100Mb-7jours,1,bouquet,1000,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321090,Achat prépayées ONAMOB pour l'Internet 5Gb-30jours,1,bouquet,5000,5000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81321100,Achat prépayées ONAMOB pour l'Internet 10Gb-30 jours,1,bouquet,10000,10000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112100,Frais d'établissement d'un laissé passer pour l'EAC,1,Service,500,-
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112110,Frais d'établissement d'un laissé passer pour les Pays membres de la CEPGL,1,Service,-,-
